id,listing_id_overlap,comments,review_scores_rating
51741,15370440,,90
51742,15370502,,76
51743,15370847,,97
51744,15370933,,90
51745,15371873,,95
51746,15371925,,100
51747,15372093,,88
51748,15372873,,96
51749,15373029,,96
51750,15373282,,84
51751,15373430,,95
51752,15373599,,100
51753,15373624,,98
51754,15373919,,98
51755,15374053,,96
51756,15374221,,97
51757,15374367,,100
51758,15374746,,80
51759,15374777,,97
51760,15374913,,95
51761,15374999,,98
51762,15375212,,90
51763,15375825,,89
51764,15375972,,100
51765,15376003,,99
51766,15376050,,88
51767,15376171,,100
51768,15376377,,100
51769,15376533,,94
51770,15376744,,100
51771,15376800,,100
51772,15376950,,92
51773,15377107,,100
51774,15377187,,40
51775,15377293,,100
51776,15377462,,100
51777,15377571,,100
51778,15377702,,86
51779,15377740,,98
51780,15377946,,100
51781,15377960,,89
51782,15377982,,100
51783,15378015,,96
51784,15378237,,100
51785,15378583,,100
51786,15378755,,100
51787,15378960,,96
51788,15379122,,93
51789,15379201,,100
51790,15379480,,90
51791,15379537,,91
51792,15379632,,92
51793,15379766,,93
51794,15379798,,80
51795,15379923,,90
51796,15379941,,98
51797,15379974,,95
51798,15380493,,100
51799,15380637,,86
51800,15381099,,91
51801,15381675,,99
51802,15381774,,82
51803,15384807,,96
51804,15388153,,100
51805,15390344,,84
51806,15390431,,100
51807,15390748,,96
51808,15390808,,97
51809,15390860,,88
51810,15391421,,100
51811,15391518,,85
51812,15391869,,99
51813,15392269,,100
51814,15392750,,96
51815,15392868,,100
51816,15392928,,100
51817,15392930,,100
51818,15393145,,100
51819,15393322,,100
51820,15393388,,98
51821,15393421,,97
51822,15393479,,90
51823,15393523,,100
51824,15393724,,97
51825,15393879,,100
51826,15393972,,94
51827,15394184,,99
51828,15394375,,91
51829,15394484,,97
51830,15394503,,90
51831,15394929,,100
51832,15394983,,53
51833,15395026,,100
51834,15395032,,91
51835,15395308,,100
51836,15395320,,100
51837,15395495,,20
51838,15395910,,100
51839,15396185,,100
51840,15396351,,100
51841,15396378,,80
51842,15396446,,100
51843,15396645,,100
51844,15396683,,94
51845,15396770,,95
51846,15397029,,97
51847,15397125,,100
51848,15397275,,98
51849,15397316,,100
51850,15397393,,100
51851,15397595,,100
51852,15397612,,88
51853,15397646,,100
51854,15398380,,100
51855,15398400,,99
51856,15398505,,88
51857,15399008,,90
51858,15399031,,100
51859,15399239,,93
51860,15399252,,100
51861,15399368,,97
51862,15399502,,93
51863,15399503,,87
51864,15399516,,100
51865,15399593,,96
51866,15399700,,90
51867,15399745,,100
51868,15400050,,97
51869,15401213,,100
51870,15401847,,96
51871,15404685,,85
51872,15405175,,98
51873,15405472,,100
51874,15407065,,95
51875,15407094,,80
51876,15407192,,98
51877,15407347,,92
51878,15407458,,97
51879,15407480,,95
51880,15407618,,90
51881,15407792,,96
51882,15407831,,100
51883,15407908,,98
51884,15407999,,92
51885,15408188,,91
51886,15408333,,95
51887,15408519,,87
51888,15408543,,95
51889,15408605,,82
51890,15408774,,96
51891,15408986,,96
51892,15409046,,92
51893,15409445,,100
51894,15409504,,90
51895,15409638,,96
51896,15409833,,100
51897,15410121,,98
51898,15410187,,100
51899,15410380,,97
51900,15410480,,96
51901,15410789,,87
51902,15410843,,94
51903,15410847,,99
51904,15410923,,93
51905,15410943,,100
51906,15410982,,98
51907,15411110,,90
51908,15411164,,83
51909,15411232,,93
51910,15411314,,60
51911,15411360,,100
51912,15411427,,86
51913,15411577,,99
51914,15411608,,97
51915,15411631,,93
51916,15411713,,97
51917,15411717,,82
51918,15411960,,95
51919,15411988,,98
51920,15412018,,100
51921,15412415,,95
51922,15412438,,100
51923,15412624,,100
51924,15412966,,98
51925,15413064,,93
51926,15413315,,95
51927,15414183,,100
51928,15414222,,95
51929,15414261,,100
51930,15414529,,94
51931,15417450,,98
51932,15418730,,98
51933,15419435,,99
51934,15419685,,99
51935,15419743,,100
51936,15420351,,20
51937,15420453,,93
51938,15420623,,89
51939,15420679,,90
51940,15420883,,93
51941,15421058,,20
51942,15421109,,100
51943,15421244,,99
51944,15421276,,100
51945,15421279,,97
51946,15421363,,98
51947,15421578,,93
51948,15421637,,97
51949,15422071,,87
51950,15422123,,100
51951,15422256,,100
51952,15422273,,100
51953,15422382,,97
51954,15422444,,90
51955,15422566,,90
51956,15422675,,80
51957,15422766,,100
51958,15422816,,100
51959,15422844,,88
51960,15422969,,100
51961,15423281,,100
51962,15423732,,99
51963,15423847,,100
51964,15423987,,100
51965,15424512,,100
51966,15424599,,95
51967,15425423,,98
51968,15429538,,96
51969,15429888,,98
51970,15430925,,100
51971,15430980,,100
51972,15431326,,99
51973,15431457,,99
51974,15431463,,98
51975,15431570,,100
51976,15431659,,93
51977,15431699,,100
51978,15431867,,93
51979,15432174,,100
51980,15432250,,98
51981,15432688,,60
51982,15433453,,100
51983,15433592,,89
51984,15433617,,93
51985,15433768,,97
51986,15433926,,94
51987,15434133,,100
51988,15434182,,93
51989,15434352,,89
51990,15434433,,100
51991,15434609,,97
51992,15434732,,100
51993,15435110,,100
51994,15435165,,94
51995,15435324,,100
51996,15435489,,96
51997,15435501,,90
51998,15435575,,95
51999,15435755,,93
52000,15435782,,100
52001,15435899,,90
52002,15436304,,98
52003,15436344,,83
52004,15436384,,80
52005,15436402,,100
52006,15436457,,100
52007,15436479,,93
52008,15436493,,91
52009,15436874,,96
52010,15437077,,98
52011,15437411,,99
52012,15437413,,100
52013,15437506,,100
52014,15438016,,100
52015,15438452,,100
52016,15439249,,98
52017,15439365,,100
52018,15439421,,93
52019,15439921,,93
52020,15444531,,98
52021,15444619,,96
52022,15444930,,90
52023,15445215,,100
52024,15445777,,84
52025,15446076,,100
52026,15446256,,100
52027,15446421,,100
52028,15446481,,83
52029,15446793,,100
52030,15447048,,100
52031,15447148,,100
52032,15447320,,95
52033,15447434,,90
52034,15447515,,97
52035,15447618,,100
52036,15447698,,100
52037,15448502,,94
52038,15448604,,95
52039,15448633,,99
52040,15448655,,90
52041,15448688,,99
52042,15448910,,80
52043,15449261,,100
52044,15449521,,100
52045,15450045,,100
52046,15450063,,97
52047,15450137,,100
52048,15450247,,96
52049,15450304,,100
52050,15451060,,100
52051,15451158,,88
52052,15451327,,100
52053,15451371,,98
52054,15451419,,98
52055,15451442,,87
52056,15451638,,97
52057,15451702,,94
52058,15451781,,96
52059,15451844,,100
52060,15452024,,100
52061,15452191,,98
52062,15452236,,95
52063,15452258,,92
52064,15452393,,80
52065,15452486,,80
52066,15452542,,100
52067,15452543,,87
52068,15452811,,100
52069,15452878,,96
52070,15452912,,93
52071,15452922,,94
52072,15452966,,100
52073,15452971,,99
52074,15453074,,96
52075,15453102,,99
52076,15453331,,87
52077,15453414,,100
52078,15453527,,100
52079,15453573,,89
52080,15453580,,100
52081,15453645,,96
52082,15453848,,100
52083,15453921,,100
52084,15453985,,98
52085,15454216,,100
52086,15454298,,97
52087,15454775,,93
52088,15455360,,92
52089,15455457,,94
52090,15455511,,98
52091,15455601,,100
52092,15460925,,100
52093,15461426,,91
52094,15461810,,100
52095,15462208,,94
52096,15462293,,95
52097,15462568,,96
52098,15462780,,100
52099,15462998,,88
52100,15463060,,94
52101,15463154,,98
52102,15463211,,87
52103,15463618,,93
52104,15463774,,100
52105,15463827,,91
52106,15464096,,98
52107,15464274,,97
52108,15464275,,100
52109,15464357,,97
52110,15464413,,95
52111,15464828,,89
52112,15464851,,95
52113,15464934,,100
52114,15465050,,88
52115,15465203,,95
52116,15465658,,100
52117,15465704,,100
52118,15465897,,100
52119,15466123,,89
52120,15466140,,80
52121,15466179,,100
52122,15466195,,78
52123,15466434,,89
52124,15466441,,100
52125,15466816,,92
52126,15467001,,80
52127,15467013,,100
52128,15467180,,87
52129,15467224,,93
52130,15467397,,95
52131,15467900,,92
52132,15468130,,88
52133,15468235,,95
52134,15468307,,100
52135,15468530,,80
52136,15468556,,99
52137,15468580,,96
52138,15468953,,100
52139,15468975,,89
52140,15469395,,100
52141,15469512,,93
52142,15469544,,97
52143,15469884,,99
52144,15469974,,90
52145,15470075,,90
52146,15470156,,90
52147,15470240,,90
52148,15470377,,90
52149,15470712,,95
52150,15470724,,100
52151,15470890,,100
52152,15470948,,100
52153,15470951,,100
52154,15471021,,100
52155,15471042,,98
52156,15471093,,96
52157,15471561,,100
52158,15471568,,97
52159,15471576,,93
52160,15471909,,100
52161,15472364,,100
52162,15472488,,92
52163,15473161,,100
52164,15474972,,100
52165,15475934,,60
52166,15476718,,100
52167,15476812,,100
52168,15477735,,95
52169,15478604,,87
52170,15478933,,85
52171,15479066,,98
52172,15479556,,100
52173,15479577,,99
52174,15479598,,94
52175,15479992,,100
52176,15480030,,91
52177,15480133,,88
52178,15480136,,80
52179,15480375,,95
52180,15480695,,94
52181,15480714,,97
52182,15480908,,100
52183,15481117,,99
52184,15481328,,94
52185,15481609,,96
52186,15481668,,90
52187,15481730,,88
52188,15481859,,74
52189,15482081,,93
52190,15482102,,100
52191,15482206,,99
52192,15482378,,93
52193,15482553,,88
52194,15482661,,98
52195,15482732,,92
52196,15482741,,100
52197,15483085,,98
52198,15483168,,100
52199,15483201,,93
52200,15483216,,95
52201,15483662,,100
52202,15483739,,99
52203,15483774,,94
52204,15483888,,97
52205,15483912,,95
52206,15484241,,80
52207,15484250,,97
52208,15484398,,93
52209,15484442,,20
52210,15484515,,100
52211,15484538,,80
52212,15484901,,97
52213,15484924,,94
52214,15485611,,100
52215,15485880,,97
52216,15485898,,100
52217,15485901,,100
52218,15485919,,96
52219,15486009,,93
52220,15486072,,100
52221,15486108,,95
52222,15486168,,99
52223,15486251,,99
52224,15486329,,97
52225,15486479,,99
52226,15486971,,90
52227,15487453,,95
52228,15487523,,95
52229,15488128,,94
52230,15491574,,100
52231,15492911,,100
52232,15493003,,87
52233,15493096,,100
52234,15493952,,99
52235,15494066,,98
52236,15494283,,76
52237,15494288,,88
52238,15494486,,100
52239,15494542,,98
52240,15494629,,100
52241,15494746,,100
52242,15495190,,90
52243,15495340,,96
52244,15495618,,84
52245,15495782,,100
52246,15495912,,98
52247,15495958,,95
52248,15496036,,100
52249,15496107,,95
52250,15496166,,100
52251,15496496,,93
52252,15496591,,93
52253,15496609,,97
52254,15496684,,100
52255,15496699,,97
52256,15496711,,97
52257,15496925,,100
52258,15497038,,93
52259,15497102,,93
52260,15497241,,96
52261,15497438,,92
52262,15497573,,80
52263,15497624,,98
52264,15498000,,70
52265,15498016,,95
52266,15498127,,96
52267,15498187,,92
52268,15498193,,83
52269,15498447,,99
52270,15498495,,99
52271,15498564,,93
52272,15498722,,97
52273,15498881,,96
52274,15498967,,100
52275,15499116,,92
52276,15499360,,89
52277,15499376,,96
52278,15499525,,92
52279,15499579,,95
52280,15499600,,93
52281,15500209,,100
52282,15500230,,96
52283,15500460,,98
52284,15500481,,100
52285,15500521,,85
52286,15500699,,100
52287,15501051,,99
52288,15501084,,100
52289,15501377,,96
52290,15501557,,100
52291,15501664,,90
52292,15501671,,80
52293,15501889,,97
52294,15502248,,80
52295,15504162,,94
52296,15504648,,97
52297,15506009,,95
52298,15506280,,100
52299,15506485,,95
52300,15506528,,91
52301,15506883,,100
52302,15507108,,99
52303,15507139,,100
52304,15507252,,97
52305,15507289,,80
52306,15507375,,95
52307,15507436,,100
52308,15507715,,96
52309,15507731,,96
52310,15507789,,99
52311,15507830,,100
52312,15508030,,100
52313,15508045,,100
52314,15508085,,79
52315,15508103,,99
52316,15508132,,91
52317,15508722,,100
52318,15508760,,100
52319,15509058,,95
52320,15509122,,100
52321,15509545,,100
52322,15509627,,89
52323,15509682,,100
52324,15509834,,92
52325,15510233,,94
52326,15510412,,88
52327,15510706,,100
52328,15510747,,94
52329,15510930,,100
52330,15510959,,81
52331,15511121,,90
52332,15511161,,95
52333,15511180,,96
52334,15511381,,80
52335,15511455,,100
52336,15511681,,94
52337,15511695,,94
52338,15511749,,100
52339,15511779,,100
52340,15511799,,100
52341,15511861,,93
52342,15511868,,100
52343,15511992,,100
52344,15512170,,98
52345,15512725,,96
52346,15512922,,98
52347,15512980,,98
52348,15512987,,100
52349,15513019,,92
52350,15513202,,96
52351,15513507,,93
52352,15514267,,86
52353,15514272,,100
52354,15514407,,98
52355,15517080,,100
52356,15517104,,99
52357,15517432,,97
52358,15517665,,97
52359,15517755,,93
52360,15518009,,100
52361,15518190,,95
52362,15518207,,100
52363,15518743,,100
52364,15518945,,97
52365,15519276,,84
52366,15519348,,20
52367,15519606,,100
52368,15519679,,100
52369,15519813,,100
52370,15520158,,92
52371,15520235,,97
52372,15520503,,97
52373,15520769,,99
52374,15521407,,100
52375,15521569,,100
52376,15521648,,96
52377,15521706,,96
52378,15522020,,91
52379,15522106,,84
52380,15522170,,92
52381,15522517,,100
52382,15522535,,92
52383,15522617,,100
52384,15522627,,93
52385,15522791,,100
52386,15522807,,97
52387,15522872,,95
52388,15522986,,98
52389,15523137,,100
52390,15523268,,100
52391,15523549,,97
52392,15523907,,100
52393,15524094,,100
52394,15524227,,93
52395,15524343,,91
52396,15524397,,100
52397,15524582,,96
52398,15524772,,81
52399,15524846,,84
52400,15524898,,87
52401,15525006,,88
52402,15525083,,94
52403,15525272,,99
52404,15525301,,86
52405,15525369,,77
52406,15525488,,85
52407,15525557,,91
52408,15527416,,96
52409,15528121,,91
52410,15529123,,99
52411,15529336,,100
52412,15529937,,98
52413,15529938,,97
52414,15529962,,100
52415,15530242,,100
52416,15530531,,76
52417,15530569,,87
52418,15530686,,99
52419,15530743,,100
52420,15530746,,93
52421,15531671,,91
52422,15531889,,98
52423,15532225,,98
52424,15532430,,100
52425,15532499,,99
52426,15532523,,94
52427,15532790,,92
52428,15533858,,100
52429,15534030,,93
52430,15534324,,99
52431,15534354,,100
52432,15534697,,91
52433,15535185,,89
52434,15535275,,100
52435,15535322,,92
52436,15535385,,94
52437,15535391,,89
52438,15535501,,99
52439,15535583,,97
52440,15535774,,93
52441,15535918,,90
52442,15535960,,93
52443,15536111,,97
52444,15536292,,100
52445,15536519,,100
52446,15536678,,100
52447,15536966,,92
52448,15536986,,99
52449,15537228,,96
52450,15537588,,99
52451,15537984,,92
52452,15538048,,100
52453,15538284,,89
52454,15538896,,100
52455,15541488,,100
52456,15541586,,92
52457,15543038,,64
52458,15543789,,100
52459,15543904,,92
52460,15544046,,96
52461,15544164,,98
52462,15544269,,100
52463,15544421,,83
52464,15544527,,100
52465,15544672,,100
52466,15544917,,95
52467,15545007,,92
52468,15545433,,100
52469,15545618,,94
52470,15545899,,96
52471,15546277,,92
52472,15546299,,97
52473,15546520,,100
52474,15546728,,100
52475,15546739,,98
52476,15546797,,98
52477,15546831,,100
52478,15547078,,97
52479,15547268,,100
52480,15547476,,95
52481,15547485,,96
52482,15547496,,91
52483,15547793,,100
52484,15547856,,100
52485,15548151,,83
52486,15548410,,99
52487,15548614,,97
52488,15548666,,100
52489,15548686,,90
52490,15548900,,91
52491,15549101,,94
52492,15549197,,100
52493,15549340,,90
52494,15549795,,100
52495,15549990,,99
52496,15550078,,98
52497,15550715,,80
52498,15550886,,97
52499,15550895,,93
52500,15550900,,93
52501,15550933,,92
52502,15551245,,100
52503,15551405,,90
52504,15551602,,100
52505,15551731,,93
52506,15552245,,88
52507,15552297,,100
52508,15552305,,95
52509,15552442,,100
52510,15552468,,100
52511,15552617,,95
52512,15552668,,100
52513,15552862,,96
52514,15552913,,93
52515,15552932,,100
52516,15553007,,86
52517,15553405,,100
52518,15553636,,100
52519,15553730,,96
52520,15553733,,92
52521,15554221,,80
52522,15554271,,99
52523,15554297,,100
52524,15556330,,97
52525,15557960,,80
52526,15559308,,98
52527,15559436,,98
52528,15559762,,98
52529,15560066,,89
52530,15560080,,100
52531,15560193,,90
52532,15560799,,30
52533,15561121,,97
52534,15562371,,98
52535,15562444,,80
52536,15562465,,80
52537,15563132,,100
52538,15563361,,97
52539,15563375,,99
52540,15563416,,98
52541,15563455,,99
52542,15563563,,98
52543,15563732,,95
52544,15563797,,96
52545,15563850,,67
52546,15564179,,91
52547,15564251,,96
52548,15564311,,99
52549,15564640,,97
52550,15564955,,100
52551,15565299,,100
52552,15565416,,90
52553,15565516,,100
52554,15565532,,94
52555,15565549,,98
52556,15565610,,89
52557,15565649,,100
52558,15565686,,100
52559,15565766,,100
52560,15565777,,100
52561,15565797,,91
52562,15565960,,100
52563,15566013,,95
52564,15566055,,75
52565,15566067,,100
52566,15566074,,91
52567,15566106,,83
52568,15566115,,93
52569,15566125,,89
52570,15566268,,95
52571,15566304,,96
52572,15566336,,100
52573,15566538,,91
52574,15566779,,100
52575,15566964,,96
52576,15567051,,100
52577,15567071,,40
52578,15567081,,97
52579,15567156,,80
52580,15567766,,100
52581,15567918,,99
52582,15567950,,93
52583,15568591,,97
52584,15568616,,95
52585,15568791,,91
52586,15568945,,98
52587,15569399,,97
52588,15569507,,94
52589,15570324,,96
52590,15571625,,95
52591,15572171,,95
52592,15572208,,82
52593,15572519,,86
52594,15572532,,96
52595,15572642,,98
52596,15572690,,100
52597,15572739,,94
52598,15572980,,86
52599,15573146,,93
52600,15573201,,84
52601,15573221,,75
52602,15573251,,91
52603,15573458,,100
52604,15573486,,100
52605,15573824,,98
52606,15574075,,100
52607,15576821,,100
52608,15578143,,96
52609,15578871,,95
52610,15579760,,90
52611,15579842,,100
52612,15579960,,96
52613,15580538,,98
52614,15580808,,89
52615,15581030,,80
52616,15581116,,80
52617,15581154,,90
52618,15581608,,96
52619,15581663,,92
52620,15581667,,96
52621,15581676,,100
52622,15581701,,100
52623,15581783,,95
52624,15581821,,100
52625,15581842,,96
52626,15581890,,98
52627,15581927,,93
52628,15582062,,97
52629,15582339,,95
52630,15582521,,97
52631,15582736,,100
52632,15582871,,98
52633,15582893,,100
52634,15583157,,100
52635,15583160,,100
52636,15583565,,92
52637,15583685,,96
52638,15583716,,100
52639,15583747,,90
52640,15583980,,100
52641,15584035,,96
52642,15584360,,97
52643,15584456,,94
52644,15585181,,98
52645,15585225,,100
52646,15585231,,93
52647,15585263,,99
52648,15585473,,96
52649,15585490,,97
52650,15586559,,75
52651,15587144,,99
52652,15588115,,98
52653,15588310,,100
52654,15589112,,96
52655,15589303,,96
52656,15589328,,88
52657,15589723,,99
52658,15589739,,99
52659,15589787,,100
52660,15589946,,98
52661,15590003,,98
52662,15590051,,80
52663,15590327,,100
52664,15590672,,91
52665,15590834,,93
52666,15590923,,93
52667,15590966,,90
52668,15591038,,100
52669,15591048,,95
52670,15591309,,97
52671,15591630,,80
52672,15592032,,90
52673,15592241,,97
52674,15593130,,93
52675,15594004,,100
52676,15595714,,98
52677,15596251,,99
52678,15596539,,100
52679,15596773,,100
52680,15597200,,100
52681,15598273,,100
52682,15598303,,100
52683,15598548,,98
52684,15598701,,88
52685,15599023,,98
52686,15599248,,100
52687,15599419,,97
52688,15599662,,100
52689,15599678,,95
52690,15599914,,93
52691,15600689,,95
52692,15600703,,99
52693,15600840,,94
52694,15601678,,100
52695,15601838,,100
52696,15602372,,47
52697,15602584,,97
52698,15603095,,100
52699,15603347,,90
52700,15603371,,83
52701,15603407,,93
52702,15603546,,100
52703,15603586,,90
52704,15603815,,98
52705,15603850,,97
52706,15603889,,100
52707,15603926,,95
52708,15603933,,98
52709,15603954,,100
52710,15604021,,100
52711,15604351,,20
52712,15604377,,90
52713,15604452,,80
52714,15604619,,100
52715,15604781,,92
52716,15604786,,96
52717,15605009,,95
52718,15605030,,97
52719,15605191,,95
52720,15605295,,97
52721,15605445,,95
52722,15605574,,100
52723,15605648,,80
52724,15605758,,78
52725,15605948,,86
52726,15606255,,100
52727,15607676,,92
52728,15609256,,99
52729,15609432,,67
52730,15610130,,60
52731,15611334,,98
52732,15611571,,100
52733,15611576,,80
52734,15611706,,90
52735,15611785,,98
52736,15611908,,98
52737,15611919,,100
52738,15612032,,87
52739,15613238,,100
52740,15613263,,97
52741,15615012,,100
52742,15615612,,83
52743,15616038,,100
52744,15616185,,95
52745,15616532,,100
52746,15616538,,97
52747,15616579,,100
52748,15616702,,89
52749,15616726,,99
52750,15616815,,100
52751,15616909,,99
52752,15617030,,94
52753,15617149,,80
52754,15617166,,100
52755,15617190,,90
52756,15617231,,98
52757,15617380,,98
52758,15617401,,98
52759,15618172,,100
52760,15618206,,95
52761,15618325,,93
52762,15618546,,100
52763,15618940,,89
52764,15619292,,97
52765,15619387,,93
52766,15619816,,95
52767,15620488,,86
52768,15620563,,100
52769,15620835,,100
52770,15622554,,94
52771,15623816,,90
52772,15624512,,100
52773,15624769,,89
52774,15625556,,89
52775,15625803,,100
52776,15625826,,99
52777,15626546,,73
52778,15627978,,97
52779,15628789,,87
52780,15629616,,79
52781,15629659,,100
52782,15629891,,97
52783,15630083,,95
52784,15630129,,92
52785,15631376,,100
52786,15631510,,85
52787,15631520,,97
52788,15631734,,100
52789,15631767,,89
52790,15631788,,98
52791,15631853,,93
52792,15631865,,95
52793,15631990,,98
52794,15632001,,100
52795,15632098,,93
52796,15632125,,100
52797,15632251,,98
52798,15632541,,97
52799,15632542,,100
52800,15632663,,100
52801,15633071,,98
52802,15633182,,98
52803,15633189,,90
52804,15633311,,91
52805,15633455,,100
52806,15633994,,80
52807,15634172,,100
52808,15634401,,97
52809,15634528,,98
52810,15634627,,90
52811,15634920,,100
52812,15635287,,99
52813,15635350,,96
52814,15635351,,93
52815,15635354,,97
52816,15635376,,91
52817,15635466,,99
52818,15635467,,87
52819,15635691,,90
52820,15635914,,100
52821,15636426,,94
52822,15636559,,93
52823,15636687,,99
52824,15636707,,100
52825,15640249,,97
52826,15640345,,93
52827,15641528,,94
52828,15641776,,99
52829,15642233,,100
52830,15642746,,95
52831,15642861,,100
52832,15643010,,97
52833,15643138,,100
52834,15643210,,100
52835,15643428,,96
52836,15644051,,100
52837,15644295,,84
52838,15644306,,98
52839,15644623,,100
52840,15644722,,90
52841,15644744,,93
52842,15644836,,100
52843,15644895,,96
52844,15645642,,95
52845,15645780,,100
52846,15645789,,97
52847,15645988,,100
52848,15646114,,92
52849,15646196,,91
52850,15646480,,94
52851,15646654,,100
52852,15646819,,99
52853,15646823,,99
52854,15647398,,100
52855,15647804,,100
52856,15647811,,100
52857,15647856,,100
52858,15647908,,96
52859,15648096,,96
52860,15648607,,80
52861,15648993,,99
52862,15649018,,100
52863,15649031,,93
52864,15649127,,93
52865,15649332,,93
52866,15649483,,99
52867,15649616,,100
52868,15649739,,99
52869,15649989,,80
52870,15650338,,100
52871,15650583,,100
52872,15654529,,95
52873,15655260,,93
52874,15655443,,90
52875,15655525,,100
52876,15655641,,96
52877,15655719,,95
52878,15656233,,100
52879,15656529,,70
52880,15656585,,99
52881,15656727,,80
52882,15656752,,100
52883,15656758,,100
52884,15656999,,100
52885,15657024,,97
52886,15657252,,100
52887,15657915,,98
52888,15657946,,100
52889,15657965,,100
52890,15658007,,96
52891,15658101,,92
52892,15658401,,100
52893,15658924,,90
52894,15658998,,80
52895,15659309,,95
52896,15659333,,92
52897,15659611,,100
52898,15660143,,100
52899,15660185,,100
52900,15660209,,94
52901,15660279,,98
52902,15660378,,95
52903,15660674,,81
52904,15661246,,100
52905,15661277,,96
52906,15661467,,97
52907,15661867,,99
52908,15662066,,80
52909,15662178,,97
52910,15662213,,95
52911,15662302,,99
52912,15662692,,97
52913,15662841,,100
52914,15662885,,93
52915,15663344,,97
52916,15663438,,95
52917,15663486,,100
52918,15663543,,100
52919,15663970,,79
52920,15664359,,88
52921,15664419,,96
52922,15664763,,80
52923,15664943,,91
52924,15665076,,93
52925,15665095,,98
52926,15665152,,97
52927,15665276,,92
52928,15665400,,98
52929,15665469,,97
52930,15665481,,99
52931,15665542,,93
52932,15665648,,100
52933,15665694,,92
52934,15665707,,85
52935,15666062,,92
52936,15666107,,100
52937,15666171,,80
52938,15666309,,96
52939,15666607,,80
52940,15667195,,95
52941,15667263,,90
52942,15667407,,64
52943,15668989,,100
52944,15669026,,99
52945,15670769,,100
52946,15671568,,100
52947,15671680,,90
52948,15671751,,98
52949,15672148,,20
52950,15672186,,99
52951,15672225,,96
52952,15672618,,99
52953,15672990,,93
52954,15673283,,100
52955,15673487,,89
52956,15673767,,93
52957,15673954,,95
52958,15674013,,98
52959,15674263,,100
52960,15674568,,100
52961,15675107,,100
52962,15675261,,91
52963,15675422,,100
52964,15675491,,100
52965,15675925,,88
52966,15676608,,96
52967,15676674,,100
52968,15676753,,80
52969,15676769,,100
52970,15676807,,93
52971,15676880,,99
52972,15677063,,99
52973,15677083,,86
52974,15677474,,96
52975,15677881,,100
52976,15678106,,100
52977,15678122,,100
52978,15678146,,100
52979,15678364,,88
52980,15678463,,89
52981,15678822,,100
52982,15678911,,87
52983,15678924,,96
52984,15679333,,96
52985,15680687,,87
52986,15680961,,96
52987,15681073,,88
52988,15681460,,98
52989,15681476,,97
52990,15682496,,94
52991,15682644,,98
52992,15683086,,20
52993,15683732,,93
52994,15684222,,100
52995,15684608,,100
52996,15685393,,100
52997,15685632,,100
52998,15686751,,80
52999,15686777,,88
53000,15687699,,100
53001,15688237,,96
53002,15689548,,97
53003,15690651,,100
53004,15692451,,99
53005,15692516,,90
53006,15692714,,100
53007,15692812,,80
53008,15693063,,94
53009,15693555,,95
53010,15693896,,94
53011,15694004,,92
53012,15694469,,100
53013,15694689,,100
53014,15694800,,99
53015,15696547,,100
53016,15697947,,94
53017,15698448,,97
53018,15698672,,100
53019,15699221,,97
53020,15699642,,96
53021,15699665,,99
53022,15700511,,96
53023,15700520,,93
53024,15700524,,97
53025,15701072,,45
53026,15701330,,98
53027,15701434,,95
53028,15701616,,93
53029,15701663,,100
53030,15701789,,99
53031,15701813,,100
53032,15701836,,100
53033,15701848,,100
53034,15701850,,100
53035,15701856,,87
53036,15701944,,100
53037,15702094,,91
53038,15702344,,100
53039,15702741,,93
53040,15702970,,80
53041,15702992,,100
53042,15703703,,94
53043,15703900,,95
53044,15704170,,93
53045,15704180,,95
53046,15704213,,99
53047,15704713,,90
53048,15705249,,100
53049,15705370,,93
53050,15705862,,100
53051,15705881,,100
53052,15705920,,98
53053,15706102,,100
53054,15706103,,98
53055,15706243,,100
53056,15706304,,100
53057,15706510,,96
53058,15706736,,100
53059,15706741,,87
53060,15706743,,82
53061,15706863,,99
53062,15707125,,100
53063,15707145,,100
53064,15707188,,100
53065,15707552,,100
53066,15707601,,90
53067,15707655,,100
53068,15707865,,100
53069,15707951,,100
53070,15708087,,100
53071,15708148,,100
53072,15708458,,96
53073,15708769,,80
53074,15710104,,80
53075,15710997,,96
53076,15714121,,99
53077,15714490,,100
53078,15715403,,80
53079,15715946,,97
53080,15716189,,100
53081,15716232,,100
53082,15716242,,87
53083,15717015,,93
53084,15717023,,93
53085,15717041,,100
53086,15717182,,87
53087,15717527,,100
53088,15717743,,97
53089,15717764,,85
53090,15717864,,100
53091,15717978,,98
53092,15718040,,90
53093,15718146,,97
53094,15718208,,73
53095,15718220,,100
53096,15718401,,20
53097,15718412,,100
53098,15718623,,100
53099,15718664,,100
53100,15718719,,100
53101,15719005,,100
53102,15719557,,100
53103,15719599,,97
53104,15719619,,94
53105,15720069,,85
53106,15720224,,91
53107,15720360,,87
53108,15720390,,100
53109,15720448,,92
53110,15720449,,97
53111,15720498,,99
53112,15720569,,94
53113,15720621,,88
53114,15720784,,98
53115,15720837,,98
53116,15721113,,100
53117,15721485,,93
53118,15721641,,100
53119,15721651,,100
53120,15722001,,100
53121,15722030,,86
53122,15722165,,100
53123,15722190,,100
53124,15722793,,100
53125,15722831,,99
53126,15723075,,99
53127,15724441,,94
53128,15725732,,90
53129,15726176,,85
53130,15726549,,100
53131,15726884,,20
53132,15728250,,90
53133,15728506,,87
53134,15729236,,93
53135,15729307,,100
53136,15729584,,97
53137,15729762,,96
